LebwohlLasher.py: Size: 50, Steps: 50, T*: 0.500: Order: 0.325, Time: 4.692282 s
         1520114 function calls (1504981 primitive calls) in 5.733 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       25    0.000    0.000    0.000    0.000 enum.py:358(__init__)
        1    0.000    0.000    0.000    0.000 path.py:24(Path)
      105    0.000    0.000    0.000    0.000 _docstring.py:86(copy)
      102    0.000    0.000    0.000    0.000 typing.py:1406(<genexpr>)
        1    0.000    0.000    0.000    0.000 tokenize.py:299(detect_encoding)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
        3    0.000    0.000    0.000    0.000 __init__.py:503(PYFUNCTYPE)
      256    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1565(<genexpr>)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:65(_DTypeDictBase)
       13    0.000    0.000    0.000    0.000 deprecation.py:440(<listcomp>)
       25    0.000    0.000    0.000    0.000 <frozen os>:748(encodekey)
      281    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1122(get_filename)
        1    0.000    0.000    0.000    0.000 _mathtext.py:221(Fonts)
        5    0.000    0.000    0.000    0.000 datetime.py:515(_check_date_fields)
       13    0.000    0.000    0.000    0.000 core.py:8401(_replace_return_type)
        2    0.000    0.000    0.000    0.000 datetime.py:923(__new__)
        1    0.000    0.000    0.000    0.000 transforms.py:1763(AffineBase)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        2    0.000    0.000    0.000    0.000 <frozen os>:682(__setitem__)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:33(seterr)
        1    0.000    0.000    0.000    0.000 patches.py:1314(FancyArrow)
       36    0.000    0.000    0.000    0.000 getlimits.py:24(_fr1)
       50    0.000    0.000    0.000    0.000 core.py:1884(set_name)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        2    0.000    0.000    0.000    0.000 core.py:2978(__array_finalize__)
        1    0.000    0.000    0.000    0.000 _shape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 win.py:34(_settzkeyname)
        1    0.000    0.000    0.000    0.000 unicode.py:111(<listcomp>)
       57    0.000    0.000    0.000    0.000 inspect.py:2465(<lambda>)
        2    0.000    0.000    0.000    0.000 enum.py:908(<listcomp>)
        1    0.000    0.000    0.000    0.000 font_manager.py:982(FontManager)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1401(MouseButton)
        1    0.000    0.000    0.000    0.000 _trifinder.py:1(<module>)
      180    0.000    0.000    0.000    0.000 __init__.py:424(<genexpr>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:44(_bits_of)
      410    0.000    0.000    0.000    0.000 enum.py:239(__init__)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:1(<module>)
        8    0.000    0.000    0.000    0.000 <frozen _collections_abc>:778(__contains__)
        1    0.000    0.000    0.000    0.000 polar.py:188(InvertedPolarTransform)
        1    0.000    0.000    0.000    0.000 geo.py:272(InvertedAitoffTransform)
       21    0.000    0.000    0.000    0.000 _docstring.py:43(update)
        1    0.000    0.000    0.000    0.000 Image.py:156(Resampling)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2774(_Mode)
       65    0.000    0.000    0.000    0.000 inspect.py:310(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 __init__.py:346(_sanity_check)
        3    0.000    0.000    0.000    0.000 core.py:1587(__xor__)
        1    0.000    0.000    0.000    0.000 patches.py:2698(_Base)
        2    0.000    0.000    0.000    0.000 {built-in method nt.access}
       14    0.000    0.000    0.000    0.000 typing.py:2573(overload)
      201    0.000    0.000    0.000    0.000 rcsetup.py:59(func)
        7    0.000    0.000    0.000    0.000 _parser.py:309(_convert)
      102    0.000    0.000    0.000    0.000 exceptions.py:44(__init__)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:430(__enter__)
        1    0.000    0.000    0.000    0.000 geo.py:316(InvertedHammerTransform)
      213    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       46    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method nt.putenv}
      138    0.000    0.000    0.000    0.000 __init__.py:259(__iter__)
       47    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        1    0.000    0.000    0.000    0.000 ExifTags.py:343(Interop)
        3    0.000    0.000    0.000    0.000 core.py:1627(__invert__)
       34    0.000    0.000    0.000    0.000 traceback.py:297(__getitem__)
        1    0.000    0.000    0.000    0.000 linalg.py:39(EigResult)
        1    0.000    0.000    0.000    0.000 geo.py:456(InvertedLambertTransform)
       68    0.000    0.000    0.000    0.000 deprecation.py:205(<listcomp>)
        1    0.000    0.000    0.000    0.000 _globals.py:65(_CopyMode)
       14    0.000    0.000    0.000    0.000 results.py:450(<listcomp>)
      281    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:931(create_module)
        1    0.000    0.000    0.000    0.000 ExifTags.py:351(IFD)
        1    0.000    0.000    0.000    0.000 transforms.py:1814(Affine2DBase)
        1    0.000    0.000    0.000    0.000 collections.py:1176(PolyCollection)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:264(_reset_cache)
       37    0.000    0.000    0.000    0.000 pathlib.py:515(_from_parsed_parts)
        6    0.000    0.000    0.000    0.000 __init__.py:1467(debug)
      169    0.000    0.000    0.000    0.000 {built-in method _operator.index}
       42    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
        1    0.000    0.000    0.000    0.000 Image.py:147(Transform)
        1    0.000    0.000    0.000    0.000 scale.py:348(SymmetricalLogTransform)
        2    0.000    0.000    0.000    0.000 __init__.py:188(caching_module_getattr)
       68    0.000    0.000    0.000    0.000 deprecation.py:99(deprecated)
        1    0.000    0.000    0.000    0.000 texmanager.py:56(TexManager)
      122    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_encode}
        5    0.000    0.000    0.000    0.000 deprecation.py:363(<listcomp>)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1823(_MathStyle)
       10    0.000    0.000    0.000    0.000 enum.py:1359(_iter_member_by_def_)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:1(<module>)
      424    0.000    0.000    0.000    0.000 enum.py:1142(__init__)
        1    0.000    0.000    0.000    0.000 scale.py:243(InvertedLogTransform)
        1    0.000    0.000    0.000    0.000 util.py:14(__config_flags)
       54    0.000    0.000    0.000    0.000 core.py:2477(parseImpl)
        1    0.000    0.000    0.000    0.000 patches.py:1693(Annulus)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
        1    0.000    0.000    0.000    0.000 rrule.py:1307(rruleset)
        3    0.000    0.000    0.000    0.000 core.py:4949(__init__)
        1    0.000    0.000    0.000    0.000 scale.py:483(InvertedAsinhTransform)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1588(_guarded_repr_or_str)
       52    0.000    0.000    0.000    0.000 _add_newdocs.py:6754(refer_to_array_attribute)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
        4    0.000    0.000    0.000    0.000 deprecation.py:139(finalize)
        1    0.000    0.000    0.000    0.000 patches.py:670(Rectangle)
        2    0.000    0.000    0.000    0.000 <frozen os>:688(__delitem__)
        3    0.000    0.000    0.000    0.000 core.py:2464(__init__)
      344    0.000    0.000    0.000    0.000 enum.py:1249(value)
        6    0.000    0.000    0.000    0.000 core.py:1146(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:934(_scandir)
        1    0.000    0.000    0.000    0.000 scale.py:609(LogisticTransform)
        1    0.000    0.000    0.000    0.000 backend_bases.py:763(GraphicsContextBase)
       29    0.000    0.000    0.000    0.000 pathlib.py:147(splitroot)
       11    0.000    0.000    0.000    0.000 version.py:503(_cmpkey)
        5    0.000    0.000    0.000    0.000 cbook.py:849(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:2177(BlendedGenericTransform)
        4    0.000    0.000    0.000    0.000 inspect.py:3055(_hash_basis)
        1    0.000    0.000    0.000    0.000 collections.py:1768(EllipseCollection)
        1    0.000    0.000    0.000    0.000 ticker.py:1962(MaxNLocator)
       29    0.000    0.000    0.000    0.000 deprecation.py:176(finalize)
        3    0.000    0.000    0.000    0.000 core.py:4103(__init__)
        4    0.000    0.000    0.000    0.000 core.py:5765(__init__)
       12    0.000    0.000    0.000    0.000 core.py:289(wrapper)
        1    0.000    0.000    0.000    0.000 patches.py:964(StepPatch)
       85    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 dates.py:208(__getattr__)
        1    0.000    0.000    0.000    0.000 core.py:3127(view)
       51    0.000    0.000    0.000    0.000 linalg.py:488(_unary_dispatcher)
       15    0.000    0.000    0.000    0.000 dataclasses.py:664(_is_type)
        1    0.000    0.000    0.000    0.000 _machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _triangulation.py:1(<module>)
       39    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:83(<genexpr>)
        1    0.000    0.000    0.000    0.000 axis.py:2527(YAxis)
       72    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
       25    0.000    0.000    0.000    0.000 {built-in method unicodedata.name}
        1    0.000    0.000    0.000    0.000 patches.py:1513(Ellipse)
        1    0.000    0.000    0.000    0.000 patches.py:610(Shadow)
        1    0.000    0.000    0.000    0.000 _polybase.py:18(ABCPolyBase)
        7    0.000    0.000    0.000    0.000 core.py:3552(__init__)
        1    0.000    0.000    0.000    0.000 image.py:231(_ImageBase)
       10    0.000    0.000    0.000    0.000 core.py:4633(_generateDefaultName)
      334    0.000    0.000    0.000    0.000 enum.py:1244(name)
       28    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
      222    0.000    0.000    0.000    0.000 multiarray.py:153(concatenate)
       30    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
        1    0.000    0.000    0.000    0.000 Image.py:188(Quantize)
        2    0.000    0.000    0.000    0.000 typing.py:2969(<dictcomp>)
      436    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        6    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        1    0.000    0.000    0.000    0.000 Image.py:175(Dither)
        6    0.000    0.000    0.000    0.000 _compiler.py:389(_bytes_to_codes)
        4    0.000    0.000    0.000    0.000 function_base.py:2285(__init__)
       36    0.000    0.000    0.000    0.000 getlimits.py:16(_fr0)
        1    0.000    0.000    0.000    0.000 _trirefine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:589(_register_types)
        1    0.000    0.000    0.000    0.000 core.py:5322(__init__)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:98(Disposal)
       31    0.000    0.000    0.000    0.000 warnings.py:440(__init__)
       10    0.000    0.000    0.000    0.000 typing.py:1653(<genexpr>)
        1    0.000    0.000    0.000    0.000 helpers.py:654(OpAssoc)
        1    0.000    0.000    0.000    0.000 _tritools.py:1(<module>)
       10    0.000    0.000    0.000    0.000 results.py:337(get)
       51    0.000    0.000    0.000    0.000 core.py:2448(_generateDefaultName)
        2    0.000    0.000    0.000    0.000 tokenize.py:323(read_or_stop)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1721(_parse_hextet)
        9    0.000    0.000    0.000    0.000 overrides.py:23(set_array_function_like_doc)
       93    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
      171    0.000    0.000    0.000    0.000 core.py:1734(leave_whitespace)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:2061(<dictcomp>)
       17    0.000    0.000    0.000    0.000 inspect.py:2798(__hash__)
        1    0.000    0.000    0.000    0.000 version.py:67(_BaseVersion)
        6    0.000    0.000    0.000    0.000 __init__.py:1734(isEnabledFor)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
       15    0.000    0.000    0.000    0.000 rcsetup.py:85(_listify_validator)
        1    0.000    0.000    0.000    0.000 patches.py:887(RegularPolygon)
        3    0.000    0.000    0.000    0.000 core.py:1717(suppress)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
        1    0.000    0.000    0.000    0.000 core.py:4646(IndentedBlock)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method nt.unsetenv}
       16    0.000    0.000    0.000    0.000 _compiler.py:405(_generate_overlap_table)
       31    0.000    0.000    0.000    0.000 __init__.py:237(_releaseLock)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:211(_set_array_types)
        1    0.000    0.000    0.000    0.000 widgets.py:1602(RadioButtons)
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:112(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 core.py:6563(__array_finalize__)
        1    0.000    0.000    0.000    0.000 core.py:3510(__init__)
        2    0.000    0.000    0.000    0.000 random.py:119(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:1371(_tzparser)
     16/4    0.000    0.000    0.000    0.000 ast.py:84(_convert)
        1    0.000    0.000    0.000    0.000 text.py:80(Text)
       81    0.000    0.000    0.000    0.000 __init__.py:23(decorator)
        1    0.000    0.000    0.000    0.000 datetime.py:2297(timezone)
        1    0.000    0.000    0.000    0.000 unicode.py:75(nums)
      138    0.000    0.000    0.000    0.000 __init__.py:247(<genexpr>)
        1    0.000    0.000    0.000    0.000 pathlib.py:455(PurePath)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 abc.py:131(TraversableResources)
       44    0.000    0.000    0.000    0.000 unicode.py:17(<genexpr>)
       62    0.000    0.000    0.000    0.000 patches.py:2285(_register_style)
        1    0.000    0.000    0.000    0.000 _structures.py:1(<module>)
